Sno,Candidate,Constituency,Party,Result,Criminal Cases,Cases details(convicted),Cases details(accused),Serious IPC Detail,Other IPC Detail,Education,Movable Assets,Immovable Assets,Total Assets,Liabilities,PAN Given (Y or N)  
1673,K.R.RAMESH KUMAR,Srinivaspur,INC,L,2,No Cases ,"(1):IPC Sections -  302, 120B , Other Details - Cr. No. 4/2003, C.C.No. 164/2003 
(2):IPC Sections -   , Other Details - Section 24 (e)(g)(gg)(h)(j) and 73(d) of Karnataka Forest Act 1963 and Section 2 of Forest Conservation Act 1980,Cr. No.-107889 
","1 charges related to Murder (IPC Section-302) 
","1 charges related to Punishment of criminal conspiracy (IPC Section-120B) 
",graduate,608173,47000000,47608173,12000000,Y 
1674,MANJUNATH.V,Srinivaspur,BSP,L,0,No Cases ,No Cases,,,graduate,173836,700000,873836,0,Y 
1675,K.N.NARAYANASWAMY,Srinivaspur,IND,L,0,No Cases ,No Cases,,,not_given,10000,180000,190000,0,N 
1676,M.LAKSHMANA GOWDA,Srinivaspur,BJP,L,0,No Cases ,No Cases,,,graduate,165000,2000000,2165000,80000,N 
1677,M.P.VENKATARAMANA,Srinivaspur,SP,L,0,No Cases ,No Cases,,,literate,291621,0,291621,0,N 
1678,DR.VENKATESHA GOWDA.D.R,Srinivaspur,IND,L,0,No Cases ,No Cases,,,10th,0,40925000,40925000,0,N 
1679,G.K.VENKATA SHIVA REDDY,Srinivaspur,JD(S),W,0,No Cases ,No Cases,,,graduate_professional,3302052,16488000,19790052,3440683,Y 
1680,ANGARA S,Sullia,BJP,W,0,No Cases ,No Cases,,,8th,162100,2544000,2706100,1108712,Y 
1681,RAMESH MUNDODI,Sullia,BSP,L,0,No Cases ,No Cases,,,not_given,8300,0,8300,0,N 
1682,DR. B.  RAGHU,Sullia,INC,L,0,No Cases ,No Cases,,,post_graduate,0,650000,650000,0,Y 
1683,SHARASCHANDRA,Sullia,JD(S),L,0,No Cases ,No Cases,,,12th,196000,8000000,8196000,0,N 
1684,DR. SUBHASBARANI,T.Narasipur,BJP,L,0,No Cases ,No Cases,,,post_graduate,3720736,8407140,12127876,1372070,Y 
1685,SOMANNA,T.Narasipur,IND,L,0,No Cases ,No Cases,,,post_graduate,40000,40000,80000,0,N 
1686,S. SHIVAMURTHY,T.Narasipur,IND,L,0,No Cases ,No Cases,,,graduate,105000,0,105000,0,N 
1687,M.S. NATARAJAMURTHY,T.Narasipur,IND,L,0,No Cases ,No Cases,,,10th,73591,590000,663591,25000,N 
1688,TALKAD G KEMPARAJU,T.Narasipur,IND,L,0,No Cases ,No Cases,,,10th,616000,975000,1591000,40000,N 
1689,DR. H.C. MAHADEVAPPA,T.Narasipur,INC,W,0,No Cases ,No Cases,,,graduate_professional,4355982,6720000,11075982,540800,N 
1690,S.GURAPPAJI,T.Narasipur,BSP,L,0,No Cases ,No Cases,,,graduate,2546365,15045000,17591365,206545,Y 
1691,SIDDAIAH,T.Narasipur,IND,L,0,No Cases ,No Cases,,,literate,50000,200000,250000,0,N 
1692,N RANGASWAMY,T.Narasipur,IND,L,0,No Cases ,No Cases,,,post_graduate,109900,10800000,10909900,0,N 
1693,NATARAJU,T.Narasipur,IND,L,0,No Cases ,No Cases,,,8th,0,0,0,0,N 
1694,M.C. SUNDARESHAN,T.Narasipur,JD(S),L,0,No Cases ,No Cases,,,post_graduate,12373150,94500000,106873150,19580000,Y 
1695,PUTTABASAVAIAH,T.Narasipur,IND,L,0,No Cases ,No Cases,,,12th,535334,610000,1145334,100000,N 
1696,CHITTA BODH,T.Narasipur,SP,L,0,No Cases ,No Cases,,,graduate,53500,22700000,22753500,9996,N 
1697,KUMAR KRANTI,T.Narasipur,IND,L,0,No Cases ,No Cases,,,10th,0,0,0,0,N 
1698,M.B.KRISHNASWAMY,T.Narasipur,IND,L,0,No Cases ,No Cases,,,10th,75000,60000,135000,35000,N 
1699,K.LINGARAJU,Tarikere,BSP,L,0,No Cases ,No Cases,,,post_graduate,200000,7000000,7200000,140000,N 
1700,N.C.RAVIKUMAR,Tarikere,IND,L,0,No Cases ,No Cases,,,10th,3352200,10000000,13352200,11200000,Y 
1701,KANTHARAJU,Tarikere,IND,L,0,No Cases ,No Cases,,,graduate,220000,0,220000,0,N 
1702,LOKPAL,Tarikere,JD(U),L,0,No Cases ,No Cases,,,graduate_professional,1535100,2600000,4135100,150000,N 
1703,SURESH .D.S,Tarikere,BJP,W,0,No Cases ,No Cases,,,graduate,4804965,5116000,9920965,0,Y 
1704,SHIVASHANKAR Y.S,Tarikere,IND,L,0,No Cases ,No Cases,,,literate,42000,0,42000,100000,N 
1705,RAJAKUMAR,Tarikere,SP,L,1,No Cases ,"(1):IPC Sections -  204/06 , Other Details - C.C.No.634/2008,
Tarikere Auditional JMFC Court,
Date:11-10-2006 
",,"1 charges related to Destruction of document or electronic record to prevent its production as sevidence (IPC Section-204) 
",10th,132500,620000,752500,0,N 
1706,D.CHANDYA NAIK,Tarikere,IND,L,0,No Cases ,No Cases,,,graduate_professional,555000,500000,1055000,0,N 
1707,H.OMKARAPPA,Tarikere,JD(S),L,0,No Cases ,No Cases,,,12th,10217900,15478000,25695900,490400,Y 
1708,A.S.ESWARAPPA,Tarikere,SUP,L,0,No Cases ,No Cases,,,10th,1000000,2000000,3000000,1380000,N 
1709,H.M.LINGAMARIYAPPA,Tarikere,IND,L,0,No Cases ,No Cases,,,graduate,1656675,6150000,7806675,900000,Y 
1710,V.JAYARAMU,Tarikere,IND,L,0,No Cases ,No Cases,,,10th,20000,120000,140000,0,N 
1711,METI GANGAPPA SHRISHAILAPPA,Terdal,IND,L,0,No Cases ,No Cases,,,12th,10000,2050000,2060000,0,N 
1712,SIDDU. SAVADI,Terdal,BJP,W,0,No Cases ,No Cases,,,not_given,7175705,9951445,17127150,1656689,Y 
1713,KADABALLAVAR.KALLAPPA.BHIMAPPA,Terdal,SP,L,0,No Cases ,No Cases,,,10th,528000,400000,928000,70000,N 
1714,UMASHREE,Terdal,INC,L,0,No Cases ,No Cases,,,literate,2544118,18712000,21256118,122016,Y 
1715,BAGI. MAHADEVI .YALLAPPA.,Terdal,RAHS,L,1,No Cases ,"(1):IPC Sections -  451,504,506,34 , Other Details - CC.No.762/2006, colomn.200
C.R.P.C.colomn.138, N.I.Regulation.564/2006
Court:JMFC court, Banahatti, 
Case pending. 
",,"1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 
1 charges related to House-trespass in order to commit offence punishable with imprisonment (IPC Section-451) 
1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
1 charges related to  criminal intimidation (IPC Section-506) 
",10th,255000,6850000,7105000,300000,N 
1716,KALLAPPA.SANGAPPA.GIRISAGAR,Terdal,JD(S),L,0,No Cases ,No Cases,,,graduate,5983000,6500000,12483000,1165000,Y 
1717,PRAMOD. BALACHANDRA. JAVALAGI,Terdal,BSP,L,0,No Cases ,No Cases,,,post_graduate,25000,0,25000,25000,N 
1718,B. NANJAMARI,Tiptur,JD(S),L,0,No Cases ,No Cases,,,not_given,449533,14325000,14774533,910170,N 
1719,G.B.LOKESH [ MAMA ],Tiptur,IND,L,0,No Cases ,No Cases,,,10th,55000,180000,235000,0,N 
1720,B.C. NAGESH,Tiptur,BJP,W,0,No Cases ,No Cases,,,graduate_professional,11765959,18900000,30665959,1178546,Y 
1721,M. LINGARAJU,Tiptur,BSP,L,0,No Cases ,No Cases,,,10th,2907254,2330000,5237254,2080000,Y 
1722,H.C. CHANDRAKANTHA,Tiptur,IND,L,0,No Cases ,No Cases,,,not_given,20000,500000,520000,0,N 
1723,K. SHADAKSHARI,Tiptur,INC,L,0,No Cases ,No Cases,,,not_given,56000,6000000,6056000,4100936,N 
1724,ANANDARAVI. N.R.,Tiptur,IND,L,0,No Cases ,No Cases,,,graduate,1115681,620000,1735681,400000,N 
1725,DEVENDREGOWDA.L,Tiptur,IND,L,0,No Cases ,No Cases,,,graduate,50000,647000,697000,110000,N 
1726,ARAGA  JNANENDRA,Tirthahalli,BJP,L,1,No Cases ,"(1):IPC Sections -  500 , Other Details - PCR.59/2002,
C.C.No.468/2005,
J.M.F.C court,Thirthahalli,
Date:22/6/2005,
Criminal petition is pending No:3694/2006 
",,"1 charges related to  defamation (IPC Section-500) 
",graduate,870569,3142475,4013044,170827,Y 
1727,SITHARAMA BHATTA. T.S,Tirthahalli,IND,L,0,No Cases ,No Cases,,,8th,26828,0,26828,7500,N 
1728,KADTHURU DINESH.,Tirthahalli,SP,L,0,No Cases ,No Cases,,,graduate_professional,936672,6900000,7836672,1086016,N 
1729,UMESHA.D.GOWDA,Tirthahalli,BSP,L,0,No Cases ,No Cases,,,12th,352000,1000000,1352000,67000,N 
1730,KIMMANE  RATHNAKAR,Tirthahalli,INC,W,3,No Cases ,"(1):IPC Sections -  499, 500, 501 , Other Details - C.C.1099/2006. FGMC Tirthahalli 
(2):IPC Sections -   , Other Details - C.C 565/2006 FIR 
(3):IPC Sections -   , Other Details - C.C 565/2006 and C.C 1099/2006 Both cases are stayed by Karnataka High court. Criminal Petition no: 5749/2006 and Criminal Petition no : 2065/2007 
",,"1 charges related to Defamation (IPC Section-499) 
1 charges related to  defamation (IPC Section-500) 
1 charges related to Printing or engraving matter known to be defamatory (IPC Section-501) 
",graduate_professional,1465905,3811000,5276905,40000,Y 
1731,MANI HEGADE.M.G.,Tirthahalli,JD(S),L,0,No Cases ,No Cases,,,12th,65000,6517000,6582000,2700000,N 
1732,SHIVANANDA.S.TUDUR,Tirthahalli,RAHS,L,0,No Cases ,No Cases,,,graduate_professional,951000,11000000,11951000,717023,Y 
1733,SRIKRISHNA SHANBHOG.K.R.,Tumkur City,IND,L,0,No Cases ,No Cases,,,12th,85000,0,85000,0,N 
1734,RAVISHA,Tumkur City,JD(S),L,0,No Cases ,No Cases,,,5th,95000,900000,995000,25000,Y 
1735,KODIYALA KRISHNA MURTHY,Tumkur City,SP,L,0,No Cases ,No Cases,,,graduate_professional,239000,2000000,2239000,1600000,N 
1736,B.A. AHMED,Tumkur City,IND,L,0,No Cases ,No Cases,,,10th,179087,217000,396087,0,N 
1737,S. SHIVANNA SOGADU,Tumkur City,BJP,W,1,No Cases ,"(1):IPC Sections -  500 , Other Details - III JMFC Tumkur, CC 1529 / 2000, Under Trials 
",,"1 charges related to  defamation (IPC Section-500) 
",12th,1690694,52123000,53813694,15557248,Y 
1738,VEERA DILIP KUMARA,Tumkur City,BSP,L,0,No Cases ,No Cases,,,12th,75275,2500000,2575275,0,N 
1739,MANJUNATH.B.S,Tumkur City,IND,L,0,No Cases ,No Cases,,,graduate_professional,239000,2000000,2239000,1600000,N 
1740,B.M. GANGARAJU,Tumkur City,IND,L,0,No Cases ,No Cases,,,10th,1419905,0,1419905,0,N 
1741,RAFIQ AHMED,Tumkur City,INC,L,0,No Cases ,No Cases,,,doctorate,970000,3000000,3970000,1300000,Y 
1742,SIDDAGANGAPPA. T,Tumkur City,IND,L,0,No Cases ,No Cases,,,graduate_professional,100000,0,100000,0,N 
1743,B. SURESH GOWDA,Tumkur Rural,BJP,W,3,No Cases ,"(1):IPC Sections -   , Other Details - Case No.-256/06 
(2):IPC Sections -   , Other Details - Case No.-259/06 
(3):IPC Sections -   , Other Details - Case No.-262/06 
",,,graduate,310000,38600000,38910000,0,N 
1744,SYED IMTHIYAZ PASHA,Tumkur Rural,IND,L,0,No Cases ,No Cases,,,10th,0,0,0,0,N 
1745,K.V.SREENIVASAIAH,Tumkur Rural,IND,L,0,No Cases ,No Cases,,,12th,10000,55000,65000,0,N 
1746,VASUDEVAMURTHY,Tumkur Rural,IND,L,0,No Cases ,No Cases,,,5th,47000,350000,397000,10000,N 
1747,H. NINGAPPA,Tumkur Rural,JD(S),L,0,No Cases ,No Cases,,,graduate_professional,243666,3025785,3269451,304300,Y 
1748,SYED MUKBUL AHAMED,Tumkur Rural,BSP,L,0,No Cases ,No Cases,,,12th,2122000,0,2122000,660000,Y 
1749,KANNADAKANDA RAMAMURTHY.H [ RAMAMURTHY GOWDA ],Tumkur Rural,BPJP,L,0,No Cases ,No Cases,,,12th,154000,0,154000,0,N 
1750,ARAKERE RUDRESH,Tumkur Rural,INC,L,0,No Cases ,No Cases,,,8th,1956340,15100000,17056340,2189372,N 
1751,T.B. SIDDARAMEGOWDA,Tumkur Rural,IND,L,0,No Cases ,No Cases,,,graduate,21972,500000,521972,559100,N 
1752,K.B. LOKESH,Tumkur Rural,SP,L,0,No Cases ,No Cases,,,12th,295000,0,295000,475000,Y 
1753,JAGGESH,Turuvekere,INC,W,0,No Cases ,No Cases,,,graduate,4597930,3500000,8097930,1850000,Y 
1754,M.R. RAJASHEKAR [ SHEKAR ],Turuvekere,IND,L,0,No Cases ,No Cases,,,graduate_professional,1440236,8730141,10170377,389670,Y 
1755,M.D. LAKSHMINARAYANA [ ANNAIAH ],Turuvekere,BJP,L,0,No Cases ,No Cases,,,10th,45567960,35200000,80767960,706259,N 
1756,D.S. UMESH,Turuvekere,BSP,L,0,No Cases ,No Cases,,,graduate,75000,540000,615000,100000,N 
1757,M.T. KRISHNAPPA,Turuvekere,JD(S),L,0,No Cases ,No Cases,,,graduate,1819457,3820000,5639457,0,Y 
1758,G.S.BASAVALINGAIAH,Turuvekere,SUP,L,0,No Cases ,No Cases,,,12th,62000,0,62000,76000,N 
1759,PRAMOD MADHWARAJ,Udupi,INC,L,0,No Cases ,No Cases,,,12th,229602156,10362472,239964628,186786682,Y 
1760,ZAKIR HUSSAIN,Udupi,BSP,L,0,No Cases ,No Cases,,,12th,120000,1000000,1120000,75000,N 
1761,K. RAGHUPATHY BHAT,Udupi,BJP,W,1,No Cases ,"(1):IPC Sections -  143, 147, 149, 427 , Other Details - ACJ (JR DIV )& JMFC UDUPI  
",,"1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
",12th,4252000,14800000,19052000,5200000,Y 
1762,P. GURUPADASWAMY,Varuna,BSP,L,0,No Cases ,No Cases,,,graduate,0,6950000,6950000,0,N 
1763,K CHALUVAPPA,Varuna,SP,L,0,No Cases ,No Cases,,,post_graduate,455000,1800000,2255000,940000,N 
1764,RAJA,Varuna,IND,L,0,No Cases ,No Cases,,,10th,35000,100000,135000,0,N 
1765,N UMESHA,Varuna,IND,L,0,No Cases ,No Cases,,,graduate,121000,29600000,29721000,65000,N 
1766,H.V. KRISHNASWAMY,Varuna,JD(S),L,1,No Cases ,"(1):IPC Sections -  U/s 13(1)(e)  , Other Details - Prevention of Corruption Act, 1988.
The court which has taken cognizance: District and sessions Judge's court,Kolar.
Case No:Cr.No.9/2006
 
",,"1 charges related to Abetting mutiny, or attempting to seduce a soldier, sailor or airman from his duty (IPC Section-131) 
",doctorate,3002383,13300000,16302383,8236500,Y 
1767,H.R NAGARAJU,Varuna,IND,L,0,No Cases ,No Cases,,,12th,120000,5850000,5970000,0,N 
1768,K MAHAMED KALEEL ULLA,Varuna,IND,L,0,No Cases ,No Cases,,,10th,200000,1000000,1200000,0,N 
1769,SIDDARAMAIAH,Varuna,INC,W,0,No Cases ,No Cases,,,graduate_professional,5401127,48615000,54016127,19968345,Y 
1770,A.N. RANGU NAIK,Varuna,IND,L,0,No Cases ,No Cases,,,literate,83000,0,83000,15000,N 
1771,K.P MAHALINGAIAH,Varuna,IND,L,0,No Cases ,No Cases,,,post_graduate,7500,0,7500,0,N 
1772,PUTTARAJE URS,Varuna,IND,L,0,No Cases ,No Cases,,,literate,10000,300000,310000,16000,N 
1773,M.KRISHNAPPA,Vijay Nagar,INC,W,0,No Cases ,No Cases,,,graduate,749036102,544078464,1293114566,698498012,Y 
1774,S.GANGAMMA,Vijay Nagar,SUP,L,0,No Cases ,No Cases,,,not_given,200000,200000,400000,0,Y 
1775,PRASHANTH.N,Vijay Nagar,RAHS,L,0,No Cases ,No Cases,,,12th,279500,0,279500,180000,N 
1776,PRAMILA NESARGI,Vijay Nagar,BJP,L,0,No Cases ,No Cases,,,post_graduate,4817905,10500000,15317905,0,Y 
1777,PRAPHULA SRINIVAS,Vijay Nagar,SP,L,0,No Cases ,No Cases,,,graduate,2010000,48000000,50010000,5000000,Y 
1778,INDIRA JAYARAM,Vijay Nagar,JD(S),L,0,No Cases ,No Cases,,,post_graduate,3758000,0,3758000,500000,Y 
1779,D.RAMAIAH,Vijay Nagar,LKPT,L,0,No Cases ,No Cases,,,graduate,412600,10000000,10412600,0,N 
1780,H.R. GAVIAPPA,Vijayanagara,INC,L,0,No Cases ,No Cases,,,12th,16108229,1554644,17662873,133580192,Y 
1781,DEEPAK KUMAR SINGH,Vijayanagara,IND,L,2,No Cases ,"(1):IPC Sections -  420, 34 , Other Details - Case No.1590/2003, Date-20.05.2003 
(2):IPC Sections -  143, 147, 148, 323, 324, 504, 506, 448, 427, 149 , Other Details - Case No.2083/2002, Date-22.10.2002 
","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 
","1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
1 charges related to  voluntarily causing hurt (IPC Section-323) 
1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
1 charges related to  criminal intimidation (IPC Section-506) 
1 charges related to  house-trespass (IPC Section-448) 
1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420) 
1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 
1 charges related to Punishment (IPC Section-143) 
",graduate,4074000,0,4074000,13532393,Y 
1782,K. NARAYANA SWMAY,Vijayanagara,BSP,L,0,No Cases ,No Cases,,,not_given,1660000,1000000,2660000,1340000,Y 
1783,ANAND SINGH,Vijayanagara,BJP,W,2,No Cases ,"(1):IPC Sections -  143, 147, 148, 323, 324, 504, 506, 448, 427, 149 , Other Details - Crime No.-34/2002 
(2):IPC Sections -  504, 506 , Other Details - Crime No.-36/2005 
","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 
","2 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
2 charges related to  criminal intimidation (IPC Section-506) 
1 charges related to  voluntarily causing hurt (IPC Section-323) 
1 charges related to  house-trespass (IPC Section-448) 
1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
",12th,322945993,563743064,886689057,148118204,Y 
1784,K. KOTRESH,Vijayanagara,JD(S),L,0,No Cases ,No Cases,,,graduate,338000,300000,638000,80000,N 
1785,VEENA ACHAIAH,Virajpet,INC,L,0,No Cases ,No Cases,,,graduate,2642338,15350000,17992338,1309809,N 
1786,KUNHI ABDULLA. K.M.,Virajpet,BSP,L,0,No Cases ,No Cases,,,graduate,501135,1800000,2301135,249331,Y 
1787,ARUN MACHAIAH. C.S.,Virajpet,JD(S),L,0,No Cases ,No Cases,,,10th,940000,19000000,19940000,5617998,N 
1788,BOPAIAH. K.G.,Virajpet,BJP,W,1,No Cases ,"(1):IPC Sections -  143,147,341,427, 149 , Other Details - FIR NO:0089/2007
1-11-2007,
FIR NO:408/05-24-08-2005 
",,"1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to  wrongful restraint (IPC Section-341) 
",graduate_professional,1485136,12500000,13985136,317888,N 
1789,ACHHAPANDA GIRI UTHAPPA,Virajpet,SP,L,0,No Cases ,No Cases,,,not_given,45000,0,45000,150000,Y 
1790,DR. VEERABASWANTHREDDY MUDNAL,Yadgir ,BJP,L,0,No Cases ,No Cases,,,not_given,4176574,7800000,11976574,0,N 
1791,ESHWAR CHETAN,Yadgir ,BSP,L,0,No Cases ,No Cases,,,graduate_professional,0,0,0,50000,N 
1792,SRINIVAS REDDY CHENNUR,Yadgir ,JD(S),L,0,No Cases ,No Cases,,,not_given,1835900,2750000,4585900,2193322,Y 
1793,SHARANAPPA SAJJAN,Yadgir ,LJP,L,0,No Cases ,No Cases,,,not_given,1130000,1420000,2550000,0,N 
1794,A.B. MAALAKRADDY,Yadgir ,INC,W,0,No Cases ,No Cases,,,not_given,1708300,9820000,11528300,0,Y 
1795,RIYAZ AHMED (FAIRSH TAILOR),Yadgir ,IND,L,0,No Cases ,No Cases,,,not_given,20000,0,20000,0,N 
1796,AMRUTHAYYA BASAYYA,Yadgir ,IND,L,0,No Cases ,No Cases,,,not_given,10000,600000,610000,0,N 
1797,S.R.VISHWANATH,Yelahanka,BJP,W,0,No Cases ,No Cases,,,not_given,2576896,86501500,89078396,1000000,N 
1798,S.V.RAJENDRA,Yelahanka,SP,L,0,No Cases ,No Cases,,,post_graduate,615000,500000,1115000,2350000,Y 
1799,B.CHANDRAPPA,Yelahanka,INC,L,1,No Cases ,"(1):IPC Sections -  143, 147, 148, 448, 427, 302, 149 , Other Details -  
","1 charges related to Murder (IPC Section-302) 
","1 charges related to  house-trespass (IPC Section-448) 
1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
",not_given,1309000,98830000,100139000,1620000,N 
1800,SUNITHA.A.H.,Yelahanka,BSP,L,0,No Cases ,No Cases,,,not_given,355000,3000000,3355000,0,N 
1801,AMARAGUNDAPPA ADAPPA METI,Yelburga,JD(S),L,0,No Cases ,No Cases,,,graduate,7156024,7989665,15145689,6658416,Y 
1802,RUDRAPPA RAMAPPA BHANDARI,Yelburga,IND,L,0,No Cases ,No Cases,,,graduate,55000,80000,135000,35000,N 
1803,ESHANNA GULAGANNAVAR,Yelburga,BJP,W,0,No Cases ,No Cases,,,graduate,1145550,6200000,7345550,1655000,N 
1804,SHIVAPPA BASAPPA RAMPUR,Yelburga,IND,L,0,No Cases ,No Cases,,,10th,140000,425000,565000,38000,N 
1805,BASAVARAJ RAYARADDI,Yelburga,INC,L,0,No Cases ,No Cases,,,graduate_professional,11378000,25700000,37078000,197507,Y 
